timestamp,open,high,low,close,volume,rsi,ema12,ema26,macd,sma20,upper_band,lower_band,bollinger_width,force_index
2023-10-22 21:12:54,29824.03,29824.03,29824.03,29824.03,0.0,,29824.03,29824.03,0.0,,,,,
2023-10-22 21:12:55,29824.04,29824.04,29824.04,29824.04,0.0327,100.0,29824.03153846154,29824.030740740738,0.0007977208006195724,,,,,0.0003270000000666187
2023-10-22 21:12:56,29824.03,29824.03,29824.03,29824.03,0.04357,50.0,29824.031301775147,29824.030685871054,0.0006159040931379423,,,,,-0.00043570000008876376
2023-10-22 21:12:57,29824.04,29824.04,29824.03,29824.04,0.43709,66.66666666666666,29824.032639963585,29824.03137580653,0.0012641570538107771,,,,,0.00437090000089047
2023-10-22 21:12:58,29824.04,29824.04,29824.03,29824.03,0.05256,50.0,29824.032233815342,29824.031273894936,0.0009599204058758914,,,,,-0.0005256000001070788
2023-10-22 21:12:59,29824.03,29824.04,29824.03,29824.04,0.09183,60.0,29824.033428612984,29824.031920273086,0.0015083398975548334,,,,,0.0009183000001870823
2023-10-22 21:13:00,29824.03,29824.04,29824.03,29824.03,0.05061,50.0,29824.032901134062,29824.031778030636,0.0011231034259253647,,,,,-0.0005061000001031062
2023-10-22 21:13:01,29824.03,29824.03,29824.03,29824.03,0.0,50.0,29824.032454805743,29824.031646324664,0.0008084810797299724,,,,,0.0
2023-10-22 21:13:02,29824.03,29824.04,29824.03,29824.04,0.02909,57.142857142857146,29824.03361560486,29824.032265115427,0.0013504894341167528,,,,,0.00029090000005926414
2023-10-22 21:13:03,29824.04,29824.04,29824.03,29824.03,0.02386,50.0,29824.03305935796,29824.032097329098,0.00096202886197716,,,,,-0.0002386000000486092
2023-10-22 21:13:04,29824.03,29824.03,29824.03,29824.03,0.01787,50.0,29824.032588687503,29824.03194197139,0.000646716114715673,,,,,0.0
2023-10-22 21:13:05,29824.03,29824.03,29824.03,29824.03,0.00707,50.0,29824.032190427886,29824.031798121658,0.0003923062286048662,,,,,0.0
2023-10-22 21:13:06,29824.03,29824.03,29824.03,29824.03,0.00109,50.0,29824.03185343898,29824.03166492746,0.00018851151980925351,,,,,0.0
2023-10-22 21:13:07,29824.03,29824.03,29824.03,29824.03,0.03996,50.0,29824.031568294522,29824.031541599503,2.6695019187172875e-05,,,,,0.0
2023-10-22 21:13:08,29824.03,29824.04,29824.03,29824.03,0.07473,50.0,29824.03132701844,29824.031427406946,-0.00010038850450655445,,,,,0.0
2023-10-22 21:13:09,29824.03,29824.04,29824.03,29824.03,0.35934,42.857142857142854,29824.031122861757,29824.031321673097,-0.00019881133994203992,,,,,0.0
2023-10-22 21:13:10,29824.03,29824.04,29824.03,29824.03,0.08427,50.0,29824.030950113793,29824.031223771388,-0.00027365759524400346,,,,,0.0
2023-10-22 21:13:11,29824.03,29824.04,29824.03,29824.03,0.08033,39.99999999999999,29824.030803942438,29824.031133121654,-0.0003291792163508944,,,,,0.0
2023-10-22 21:13:12,29824.03,29824.04,29824.03,29824.03,0.00314,50.0,29824.030680258984,29824.031049186717,-0.0003689277327794116,,,,,0.0
2023-10-22 21:13:13,29824.03,29824.04,29824.03,29824.03,0.04543,33.33333333333333,29824.030575603756,29824.030971469183,-0.00039586542698089033,29824.032,29824.040207826816,29824.023792173182,5.504169803024986e-05,0.0
2023-10-22 21:13:14,29824.03,29824.03,29824.03,29824.03,0.0,50.0,29824.03048704933,29824.030899508503,-0.00041245917236665264,29824.031999999996,29824.040207826813,29824.02379217318,5.504169803024986e-05,0.0
2023-10-22 21:13:15,29824.03,29824.03,29824.03,29824.03,0.00129,50.0,29824.030412118664,29824.030832878245,-0.0004207595811749343,29824.0315,29824.03882695097,29824.02417304903,4.913454420345253e-05,0.0
2023-10-22 21:13:16,29824.03,29824.04,29824.03,29824.04,0.02928,50.0,29824.03188717733,29824.0315119243,0.00037525303196161985,29824.032,29824.040207826816,29824.023792173182,5.504169803024986e-05,0.0002928000000596512
2023-10-22 21:13:17,29824.04,29824.04,29824.03,29824.03,0.01658,50.0,29824.031596842357,29824.031399929907,0.0001969124496099539,29824.0315,29824.03882695097,29824.02417304903,4.913454420345253e-05,-0.0001658000000337779
2023-10-22 21:13:18,29824.03,29824.03,29824.03,29824.03,0.10469,50.0,29824.0313511743,29824.031296231395,5.494290599017404e-05,29824.031499999994,29824.038826950964,29824.024173049023,4.9134544203452546e-05,0.0
2023-10-22 21:13:19,29824.03,29824.03,29824.03,29824.03,0.02998,50.0,29824.03114330133,29824.031200214256,-5.691292608389631e-05,29824.031,29824.037155870108,29824.02484412989,4.1281274882452534e-05,0.0
2023-10-22 21:13:20,29824.03,29824.04,29824.03,29824.04,0.0515,66.66666666666666,29824.032505870357,29824.031852050237,0.0006538201196235605,29824.0315,29824.03882695097,29824.02417304903,4.913454420345253e-05,0.0005150000001049193
2023-10-22 21:13:21,29824.03,29824.03,29824.03,29824.03,0.00648,50.0,29824.03212035184,29824.031714861332,0.00040549050754634663,29824.0315,29824.03882695097,29824.02417304903,4.913454420345253e-05,-6.480000001320149e-05
2023-10-22 21:13:22,29824.03,29824.03,29820.28,29820.28,2.05209,0.5277044855944979,29823.45487106694,29823.75381005679,-0.298938989850285,29823.8435,29825.521032963046,29822.16596703695,0.011249609481402153,-7.695337500000001
2023-10-22 21:13:23,29820.28,29820.29,29820.28,29820.28,0.0386,0.5277044855944979,29822.966429364336,29823.496490793324,-0.5300614289881196,29823.656,29825.96514338184,29821.34685661816,0.015485313952392962,0.0
2023-10-22 21:13:24,29820.28,29820.29,29820.28,29820.28,0.43161,0.5277044855944979,29822.553132539055,29823.25823221604,-0.7050996769867197,29823.4685,29826.216975366835,29820.720024633163,0.018431627876119905,0.0
2023-10-22 21:13:25,29820.28,29820.29,29820.28,29820.28,0.21219,0.5277044855944979,29822.20341984074,29823.03762242226,-0.8342025815218221,29823.281,29826.35996701748,29820.202032982517,0.020648077034057875,0.0
2023-10-22 21:13:26,29820.28,29820.28,29820.28,29820.28,0.05,0.5277044855944979,29821.90750909601,29822.833354094684,-0.9258449986737105,29823.0935,29826.426652609134,29819.760347390864,0.022352829421502775,0.0
2023-10-22 21:13:27,29820.28,29820.28,29820.28,29820.28,0.03794,0.5277044855944979,29821.65712308124,29822.64421675434,-0.9870936730985704,29822.906,29826.43356603131,29819.378433968686,0.023656755859490987,0.0
2023-10-22 21:13:28,29820.28,29820.28,29820.28,29820.28,0.02803,0.5277044855944979,29821.445257991818,29822.46908958735,-1.0238315955321013,29822.7185,29826.390214213163,29819.046785786835,0.024623605075867215,0.0
2023-10-22 21:13:29,29820.28,29820.29,29820.28,29820.29,0.01799,0.7894736843692414,29821.267525993077,29822.30767554384,-1.0401495507649088,29822.5315,29826.301611124985,29818.761388875017,0.02528364250355069,0.00017990000003665043
2023-10-22 21:13:30,29820.28,29820.29,29820.28,29820.28,0.00628,0.526315789579499,29821.11559891722,29822.15747735541,-1.0418784381909063,29822.344,29826.17286213687,29818.51513786313,0.0256778081352033,-6.280000001279404e-05
2023-10-22 21:13:31,29820.28,29820.29,29820.28,29820.28,0.18652,0.5277044855944979,29820.987045237645,29822.01840495871,-1.03135972106611,29822.1565,29826.0049516367,29818.308048363302,0.025809345053224988,0.0
2023-10-22 21:13:32,29820.28,29820.29,29820.28,29820.28,0.11421,0.5277044855944979,29820.87826904724,29821.88963422103,-1.0113651737883629,29821.969,29825.798480657384,29818.139519342618,0.025682279110296847,0.0
2023-10-22 21:13:33,29820.28,29820.28,29820.28,29820.28,0.11059,0.5277044855944979,29820.786227655357,29821.770402056507,-0.984174401150085,29821.7815,29825.55286733546,29818.01013266454,0.025292703156980862,0.0
2023-10-22 21:13:34,29820.28,29820.29,29820.28,29820.29,0.16472,0.5277044855944979,29820.709884939148,29821.66074264491,-0.950857705764065,29821.5945,29825.266003205703,29817.922996794296,0.024623118027465835,0.001647200000335579
2023-10-22 21:13:35,29820.29,29820.29,29820.28,29820.28,0.11278,0.5277044855944979,29820.643748794664,29821.558465411956,-0.9147166172915604,29821.407,29824.93501778251,29817.878982217488,0.02366097469855528,-0.0011278000002297632
2023-10-22 21:13:36,29820.28,29820.29,29820.28,29820.28,0.01499,50.0,29820.58778744164,29821.46376427033,-0.8759768286909093,29821.219,29824.551562788136,29817.886437211866,0.022350278760468942,0.0
2023-10-22 21:13:37,29820.29,29820.29,29820.29,29820.29,0.011,60.0,29820.54197398908,29821.376818768826,-0.8348447797470726,29821.031999999996,29824.11045894462,29817.953541055373,0.020646226761186406,0.00011000000002240995
2023-10-22 21:13:38,29820.28,29820.28,29820.28,29820.28,0.16061,50.0,29820.50167029845,29821.295572934097,-0.7939026356471004,29820.8445,29823.593267953685,29818.095732046313,0.018435212012095657,-0.0016061000003272056
2023-10-22 21:13:39,29820.29,29820.29,29820.28,29820.28,0.03385,50.0,29820.467567175612,29821.22034530935,-0.7527781337375927,29820.657,29822.96751691643,29818.34648308357,0.015496083244779352,0.0
2023-10-22 21:13:40,29820.28,29820.29,29820.28,29820.29,0.07603,57.14285714285714,29820.440249148596,29821.15143084199,-0.7111816933938826,29820.4695,29822.145629312956,29818.793370687043,0.011241468300535096,0.0007603000001548935
2023-10-22 21:13:41,29820.29,29820.29,29820.28,29820.28,0.00345,50.0,29820.415595433427,29821.08688040925,-0.6712849758223456,29820.281999999996,29820.290207831986,29820.273792168005,5.504865440339168e-05,-3.4500000007028576e-05
2023-10-22 21:13:42,29820.28,29820.29,29820.28,29820.28,0.13393,50.0,29820.394734597518,29821.027111490046,-0.6323768925285549,29820.282,29820.29020783199,29820.27379216801,5.504865440339168e-05,0.0
2023-10-22 21:13:43,29820.28,29820.28,29820.28,29820.28,0.04005,42.857142857142854,29820.377083120977,29820.97176989819,-0.5946867772145197,29820.282,29820.29020783199,29820.27379216801,5.504865440339168e-05,0.0
2023-10-22 21:13:44,29820.29,29820.29,29820.28,29820.29,0.0106,57.14285714285714,29820.363685717748,29820.921268424252,-0.5575827065040357,29820.2825,29820.291385237946,29820.273614762056,5.9591909935283635e-05,0.00010600000002159505
2023-10-22 21:13:45,29820.28,29820.29,29820.28,29820.29,0.00499,57.14285714285714,29820.352349453482,29820.874507800232,-0.522158346750075,29820.282999999996,29820.292403251427,29820.273596748564,6.306614482263332e-05,0.0
2023-10-22 21:13:46,29820.28,29820.28,29820.28,29820.28,0.00424,50.0,29820.34121876833,29820.8304701854,-0.48925141706786235,29820.283000000003,29820.292403251435,29820.27359674857,6.30661448226333e-05,-4.2400000008638016e-05
2023-10-22 21:13:47,29820.28,29820.28,29820.28,29820.28,0.02156,50.0,29820.331800496282,29820.789694616113,-0.45789411983059836,29820.283000000003,29820.292403251435,29820.27359674857,6.30661448226333e-05,0.0
2023-10-22 21:13:48,29820.28,29820.28,29820.28,29820.28,0.05567,42.857142857142854,29820.323831189162,29820.751939459366,-0.4281082702036656,29820.282999999996,29820.292403251427,29820.273596748564,6.306614482263332e-05,0.0
2023-10-22 21:13:49,29820.28,29820.29,29820.28,29820.29,0.11299,57.14285714285714,29820.31862639083,29820.717721721634,-0.39909533080572146,29820.282999999996,29820.292403251427,29820.273596748564,6.306614482263332e-05,0.001129900000230191
2023-10-22 21:13:50,29820.29,29820.29,29819.47,29819.48,1.71489,4.5454545463001494,29820.189606946085,29820.62603863114,-0.4364316850551404,29820.243,29820.602303419768,29819.88369658023,0.002409795384761123,-1.389060900002246
