Time,Open,High,Low,Close,Volume
2023-10-17 00:55:00,28285.01,28285.01,28255.09,28258.74,61.96234
2023-10-17 00:56:00,28258.74,28277.07,28258.73,28260.92,46.08069
2023-10-17 00:57:00,28260.91,28260.92,28231.01,28245.0,42.51084
2023-10-17 00:58:00,28244.99,28271.64,28244.99,28269.49,21.7639
2023-10-17 00:59:00,28269.48,28284.54,28269.48,28278.09,16.55691
2023-10-17 01:00:00,28278.08,28292.22,28270.0,28280.0,35.95186
2023-10-17 01:01:00,28280.0,28307.31,28275.51,28307.31,25.71259
2023-10-17 01:02:00,28307.3,28330.0,28302.66,28328.74,28.83062
2023-10-17 01:03:00,28328.75,28330.02,28322.8,28322.81,33.57307
2023-10-17 01:04:00,28322.81,28333.3,28320.14,28329.69,25.9892
2023-10-17 01:05:00,28329.69,28335.58,28329.68,28333.09,14.64227
2023-10-17 01:06:00,28333.09,28333.09,28328.0,28328.87,11.14017
2023-10-17 01:07:00,28328.86,28328.87,28301.53,28302.88,21.34525
2023-10-17 01:08:00,28302.88,28310.28,28302.88,28309.28,13.82802
2023-10-17 01:09:00,28309.27,28309.28,28296.35,28296.36,13.66774
2023-10-17 01:10:00,28296.36,28296.36,28292.29,28295.85,18.4518
2023-10-17 01:11:00,28295.85,28308.55,28295.85,28308.55,4.45646
2023-10-17 01:12:00,28308.55,28310.27,28306.67,28308.55,9.03477
2023-10-17 01:13:00,28308.54,28312.77,28308.54,28312.77,15.37656
2023-10-17 01:14:00,28312.77,28331.28,28312.76,28326.93,32.66852
2023-10-17 01:15:00,28326.93,28326.94,28282.08,28286.6,25.72939
2023-10-17 01:16:00,28286.59,28308.31,28286.59,28306.06,20.04414
2023-10-17 01:17:00,28306.07,28320.0,28306.06,28320.0,17.1373
2023-10-17 01:18:00,28320.0,28320.0,28315.63,28317.06,24.05203
2023-10-17 01:19:00,28317.07,28317.87,28314.94,28315.5,8.24432
2023-10-17 01:20:00,28315.51,28326.58,28312.96,28326.45,15.43406
2023-10-17 01:21:00,28326.44,28338.98,28323.63,28338.22,20.24718
2023-10-17 01:22:00,28338.21,28344.82,28336.97,28343.11,13.9626
2023-10-17 01:23:00,28343.11,28346.99,28343.11,28343.97,23.9249
2023-10-17 01:24:00,28343.96,28347.91,28342.35,28347.91,19.74831
2023-10-17 01:25:00,28347.9,28351.0,28347.9,28350.03,18.79996
2023-10-17 01:26:00,28350.03,28357.17,28350.02,28350.85,25.52862
2023-10-17 01:27:00,28350.85,28353.87,28349.81,28353.86,10.52512
2023-10-17 01:28:00,28353.87,28353.87,28352.04,28352.44,13.81838
2023-10-17 01:29:00,28352.43,28353.87,28352.36,28353.86,11.25707
2023-10-17 01:30:00,28353.87,28353.87,28349.78,28350.25,12.77857
2023-10-17 01:31:00,28350.24,28350.25,28345.71,28348.8,24.14995
2023-10-17 01:32:00,28348.8,28350.99,28348.8,28350.98,12.11277
2023-10-17 01:33:00,28350.98,28350.99,28350.94,28350.95,12.70995
2023-10-17 01:34:00,28350.94,28350.95,28349.18,28350.92,12.1412
2023-10-17 01:35:00,28350.92,28350.93,28349.18,28349.19,12.08059
2023-10-17 01:36:00,28349.18,28349.19,28349.17,28349.18,12.15535
2023-10-17 01:37:00,28349.17,28349.18,28346.09,28346.1,9.11387
2023-10-17 01:38:00,28346.1,28346.1,28331.11,28332.08,26.8274
2023-10-17 01:39:00,28332.08,28332.08,28331.32,28331.33,12.62843
2023-10-17 01:40:00,28331.32,28341.56,28330.48,28341.55,23.4063
2023-10-17 01:41:00,28341.55,28373.51,28341.55,28373.5,20.22448
2023-10-17 01:42:00,28373.51,28418.96,28373.5,28414.0,74.89534
2023-10-17 01:43:00,28414.0,28414.01,28383.35,28383.35,51.95755
2023-10-17 01:44:00,28383.36,28390.0,28380.91,28389.99,25.43053
2023-10-17 01:45:00,28390.0,28404.98,28387.76,28404.98,23.49725
2023-10-17 01:46:00,28404.97,28404.98,28395.0,28395.73,32.79105
2023-10-17 01:47:00,28395.74,28395.74,28381.1,28383.09,17.64948
2023-10-17 01:48:00,28383.09,28385.43,28383.08,28385.42,25.98855
2023-10-17 01:49:00,28385.43,28385.43,28375.01,28376.53,33.06959
2023-10-17 01:50:00,28376.53,28385.95,28376.52,28385.95,15.18633
2023-10-17 01:51:00,28385.94,28385.95,28380.82,28385.06,15.37896
2023-10-17 01:52:00,28385.05,28385.06,28375.0,28375.01,11.4028
2023-10-17 01:53:00,28375.0,28375.01,28354.19,28354.19,15.04017
2023-10-17 01:54:00,28354.19,28354.2,28350.3,28351.87,16.44974
2023-10-17 01:55:00,28351.88,28351.88,28349.77,28350.75,19.39021
2023-10-17 01:56:00,28350.76,28350.76,28344.75,28344.75,19.45323
2023-10-17 01:57:00,28344.83,28344.99,28342.42,28342.43,23.68631
2023-10-17 01:58:00,28342.43,28344.27,28342.42,28344.27,15.33783
2023-10-17 01:59:00,28344.26,28350.0,28344.25,28350.0,26.33156
2023-10-17 02:00:00,28349.99,28350.0,28317.04,28317.05,42.63014
2023-10-17 02:01:00,28317.05,28317.05,28304.96,28315.78,15.88317
2023-10-17 02:02:00,28315.77,28327.62,28315.77,28327.62,31.24735
2023-10-17 02:03:00,28327.62,28338.72,28322.57,28338.71,22.1635
2023-10-17 02:04:00,28338.72,28338.72,28335.38,28335.39,20.3703
2023-10-17 02:05:00,28335.38,28335.39,28329.13,28330.42,15.06478
2023-10-17 02:06:00,28330.42,28330.42,28310.82,28310.82,17.54781
2023-10-17 02:07:00,28310.82,28322.72,28310.74,28322.72,25.07035
2023-10-17 02:08:00,28322.72,28326.89,28316.91,28326.89,19.90983
2023-10-17 02:09:00,28326.88,28330.92,28320.0,28330.91,29.95652
2023-10-17 02:10:00,28330.92,28350.75,28330.91,28345.82,63.19175
2023-10-17 02:11:00,28345.81,28351.0,28345.81,28351.0,26.3699
2023-10-17 02:12:00,28350.99,28358.0,28350.99,28358.0,19.56659
2023-10-17 02:13:00,28357.99,28360.99,28357.99,28360.98,13.54596
2023-10-17 02:14:00,28360.99,28360.99,28357.99,28360.11,16.49107
2023-10-17 02:15:00,28360.11,28360.11,28357.99,28358.0,8.14388
2023-10-17 02:16:00,28358.0,28358.0,28341.34,28341.35,32.36701
2023-10-17 02:17:00,28341.35,28342.16,28341.34,28342.16,11.8279
2023-10-17 02:18:00,28342.16,28342.16,28338.56,28340.42,17.93237
2023-10-17 02:19:00,28340.42,28340.43,28330.95,28330.95,9.3623
2023-10-17 02:20:00,28330.96,28330.96,28322.98,28326.63,44.94124
2023-10-17 02:21:00,28326.63,28326.63,28307.16,28307.97,64.50398
2023-10-17 02:22:00,28307.97,28307.97,28295.02,28301.67,44.46413
2023-10-17 02:23:00,28301.68,28304.31,28295.98,28297.79,43.31977
2023-10-17 02:24:00,28297.79,28297.79,28291.76,28291.76,20.94973
2023-10-17 02:25:00,28291.77,28300.3,28291.76,28300.3,43.33431
2023-10-17 02:26:00,28300.29,28321.65,28300.29,28317.37,45.93608
2023-10-17 02:27:00,28317.38,28320.62,28312.18,28313.34,44.71571
2023-10-17 02:28:00,28313.33,28327.52,28311.8,28327.52,27.64996
2023-10-17 02:29:00,28327.51,28340.0,28327.51,28340.0,16.88154
2023-10-17 02:30:00,28340.0,28350.76,28330.0,28350.43,33.95502
2023-10-17 02:31:00,28350.42,28359.32,28350.42,28359.31,17.04382
2023-10-17 02:32:00,28359.31,28359.32,28351.53,28351.53,18.42094
2023-10-17 02:33:00,28351.53,28358.16,28351.53,28358.16,32.79161
2023-10-17 02:34:00,28358.16,28364.0,28358.01,28364.0,27.16751
2023-10-17 02:35:00,28364.0,28380.0,28361.66,28379.99,21.58418
2023-10-17 02:36:00,28379.99,28386.64,28375.05,28375.06,25.72024
2023-10-17 02:37:00,28375.06,28375.06,28369.23,28375.0,18.34193
2023-10-17 02:38:00,28374.99,28385.94,28374.99,28385.94,25.58558
2023-10-17 02:39:00,28385.93,28385.94,28381.86,28382.33,30.79523
2023-10-17 02:40:00,28382.34,28382.34,28378.86,28378.87,6.92226
2023-10-17 02:41:00,28378.86,28378.87,28378.86,28378.87,9.57117
2023-10-17 02:42:00,28378.86,28378.87,28378.86,28378.86,8.30185
2023-10-17 02:43:00,28378.86,28378.87,28378.81,28378.81,12.41231
2023-10-17 02:44:00,28378.82,28378.82,28378.81,28378.82,10.3526
2023-10-17 02:45:00,28378.82,28381.64,28370.48,28381.64,21.78918
2023-10-17 02:46:00,28381.63,28385.93,28381.63,28385.92,15.77872
2023-10-17 02:47:00,28385.93,28385.93,28384.58,28384.58,13.07406
2023-10-17 02:48:00,28384.58,28384.59,28376.4,28378.28,23.57236
2023-10-17 02:49:00,28378.28,28383.1,28378.28,28383.01,14.30412
2023-10-17 02:50:00,28383.02,28388.17,28383.01,28385.73,19.24586
2023-10-17 02:51:00,28385.73,28385.73,28372.16,28374.35,21.11072
2023-10-17 02:52:00,28374.35,28379.08,28374.35,28375.18,19.66307
2023-10-17 02:53:00,28375.19,28375.19,28375.18,28375.19,12.87101
2023-10-17 02:54:00,28375.18,28375.19,28372.16,28372.17,10.63219
2023-10-17 02:55:00,28372.17,28372.17,28368.27,28368.28,8.31859
2023-10-17 02:56:00,28368.28,28368.28,28368.27,28368.27,8.27197
2023-10-17 02:57:00,28368.27,28368.28,28366.86,28368.28,11.95121
2023-10-17 02:58:00,28368.28,28368.28,28368.27,28368.27,7.83613
2023-10-17 02:59:00,28368.28,28368.28,28368.27,28368.27,10.71495
2023-10-17 03:00:00,28368.28,28368.28,28364.26,28364.27,12.75263
2023-10-17 03:01:00,28364.27,28368.27,28364.26,28368.27,26.86409
2023-10-17 03:02:00,28368.26,28369.99,28365.47,28369.98,21.694
2023-10-17 03:03:00,28369.98,28369.99,28369.98,28369.98,10.61371
2023-10-17 03:04:00,28369.98,28369.99,28365.13,28365.13,14.49585
2023-10-17 03:05:00,28365.14,28365.14,28359.92,28359.92,26.31036
2023-10-17 03:06:00,28359.92,28359.93,28357.93,28357.94,27.0307
2023-10-17 03:07:00,28357.93,28357.94,28353.69,28353.69,25.34305
2023-10-17 03:08:00,28353.7,28353.7,28352.96,28352.97,7.82072
2023-10-17 03:09:00,28352.96,28352.97,28351.59,28351.6,8.01114
2023-10-17 03:10:00,28351.6,28351.6,28348.32,28348.4,14.76859
2023-10-17 03:11:00,28348.4,28348.41,28346.51,28346.51,10.88136
2023-10-17 03:12:00,28346.51,28347.63,28346.51,28347.62,26.85248
2023-10-17 03:13:00,28347.63,28347.63,28347.62,28347.63,4.92646
2023-10-17 03:14:00,28347.62,28347.63,28347.62,28347.62,7.8371
2023-10-17 03:15:00,28347.62,28347.63,28343.74,28343.75,17.06724
2023-10-17 03:16:00,28343.75,28343.75,28340.1,28340.11,13.09541
2023-10-17 03:17:00,28340.11,28340.11,28322.67,28322.67,17.27814
2023-10-17 03:18:00,28322.68,28322.68,28310.03,28310.04,25.46285
2023-10-17 03:19:00,28310.04,28310.04,28308.29,28308.29,17.17057
2023-10-17 03:20:00,28308.3,28319.69,28308.29,28319.69,32.99271
2023-10-17 03:21:00,28319.68,28347.5,28319.68,28347.5,11.54988
2023-10-17 03:22:00,28347.5,28347.5,28347.49,28347.49,8.94626
2023-10-17 03:23:00,28347.49,28347.5,28325.71,28325.72,11.90318
2023-10-17 03:24:00,28325.71,28325.72,28303.73,28303.74,53.02406
2023-10-17 03:25:00,28303.74,28303.74,28298.1,28298.1,43.26882
2023-10-17 03:26:00,28298.11,28302.6,28298.1,28302.6,25.89029
2023-10-17 03:27:00,28302.59,28304.31,28302.59,28302.93,8.11565
2023-10-17 03:28:00,28302.93,28302.93,28296.69,28296.7,18.51159
2023-10-17 03:29:00,28296.7,28296.7,28280.28,28282.39,50.08515
2023-10-17 03:30:00,28282.4,28282.4,28276.33,28276.34,8.83159
2023-10-17 03:31:00,28276.33,28286.16,28276.33,28284.62,24.50226
2023-10-17 03:32:00,28284.62,28289.6,28284.61,28288.98,11.64642
2023-10-17 03:33:00,28288.98,28288.99,28281.53,28283.75,16.32483
2023-10-17 03:34:00,28283.75,28283.76,28273.15,28273.16,17.78202
2023-10-17 03:35:00,28273.16,28275.63,28272.4,28275.63,14.60149
2023-10-17 03:36:00,28275.63,28281.35,28274.73,28281.35,18.10473
2023-10-17 03:37:00,28281.35,28281.35,28281.34,28281.35,6.09441
2023-10-17 03:38:00,28281.35,28281.35,28277.26,28277.26,8.89269
2023-10-17 03:39:00,28277.26,28277.27,28266.9,28274.4,13.9565
2023-10-17 03:40:00,28274.41,28274.41,28266.8,28269.9,11.39977
2023-10-17 03:41:00,28269.9,28269.9,28265.0,28265.01,6.8824
2023-10-17 03:42:00,28265.0,28266.43,28265.0,28266.42,7.01512
2023-10-17 03:43:00,28266.43,28287.4,28266.42,28287.39,18.78486
2023-10-17 03:44:00,28287.4,28310.55,28287.39,28310.55,25.6789
2023-10-17 03:45:00,28310.55,28311.36,28270.93,28270.94,32.33032
2023-10-17 03:46:00,28270.94,28270.94,28270.88,28270.89,10.17072
2023-10-17 03:47:00,28270.89,28282.33,28270.0,28278.76,23.70137
2023-10-17 03:48:00,28278.75,28278.76,28278.75,28278.76,2.12047
2023-10-17 03:49:00,28278.75,28278.76,28274.99,28275.0,5.74902
2023-10-17 03:50:00,28275.0,28275.0,28266.42,28266.43,8.08679
2023-10-17 03:51:00,28266.43,28271.65,28266.42,28271.65,14.53935
2023-10-17 03:52:00,28271.65,28271.65,28268.97,28268.97,7.29305
2023-10-17 03:53:00,28268.97,28269.68,28252.5,28254.2,36.51323
2023-10-17 03:54:00,28254.2,28254.21,28251.27,28251.28,10.92913
2023-10-17 03:55:00,28251.28,28263.0,28251.27,28262.99,13.51952
2023-10-17 03:56:00,28263.0,28263.0,28262.99,28262.99,3.01678
2023-10-17 03:57:00,28263.0,28263.0,28258.98,28258.98,10.06202
2023-10-17 03:58:00,28258.99,28258.99,28258.97,28258.98,5.48242
2023-10-17 03:59:00,28258.97,28270.0,28258.97,28269.99,39.90294
2023-10-17 04:00:00,28270.0,28270.0,28257.71,28257.71,11.32898
2023-10-17 04:01:00,28257.72,28257.72,28145.24,28173.03,288.51213
2023-10-17 04:02:00,28173.03,28206.9,28153.79,28176.91,168.44859
2023-10-17 04:03:00,28176.92,28201.29,28164.94,28168.43,103.97511
2023-10-17 04:04:00,28168.43,28200.08,28168.42,28183.63,47.85708
2023-10-17 04:05:00,28183.63,28183.63,28156.52,28173.06,67.87944
2023-10-17 04:06:00,28173.06,28173.07,28100.01,28102.66,116.12291
2023-10-17 04:07:00,28102.67,28128.7,28069.32,28089.39,115.51519
2023-10-17 04:08:00,28089.39,28120.73,28089.39,28120.58,56.81065
2023-10-17 04:09:00,28120.59,28123.52,28102.36,28108.01,49.31458
2023-10-17 04:10:00,28108.01,28139.38,28103.22,28139.38,59.77635
2023-10-17 04:11:00,28139.37,28140.87,28126.42,28139.28,29.69353
2023-10-17 04:12:00,28139.27,28149.71,28126.43,28126.43,50.84528
2023-10-17 04:13:00,28126.44,28147.0,28126.43,28147.0,21.25381
2023-10-17 04:14:00,28147.0,28149.73,28146.99,28147.55,7.76789
2023-10-17 04:15:00,28147.56,28147.56,28113.92,28131.85,35.76955
2023-10-17 04:16:00,28131.84,28179.95,28131.84,28170.97,42.21846
2023-10-17 04:17:00,28170.98,28179.99,28165.26,28179.99,10.46893
2023-10-17 04:18:00,28179.98,28182.2,28174.99,28182.19,18.66541
2023-10-17 04:19:00,28182.2,28210.0,28182.19,28187.84,45.87747
2023-10-17 04:20:00,28187.84,28202.74,28186.76,28197.09,14.12912
2023-10-17 04:21:00,28197.09,28206.67,28197.09,28197.1,10.08075
2023-10-17 04:22:00,28197.1,28209.99,28197.09,28209.14,9.62056
2023-10-17 04:23:00,28209.13,28219.24,28201.04,28203.52,22.95061
2023-10-17 04:24:00,28203.52,28215.0,28203.52,28214.15,8.72507
2023-10-17 04:25:00,28214.14,28219.29,28190.0,28190.2,34.85316
2023-10-17 04:26:00,28190.2,28210.0,28190.19,28210.0,16.09926
2023-10-17 04:27:00,28210.0,28220.0,28209.99,28220.0,7.4151
2023-10-17 04:28:00,28219.99,28220.0,28214.69,28214.7,5.90304
2023-10-17 04:29:00,28214.69,28222.31,28213.2,28222.3,8.13061
2023-10-17 04:30:00,28222.31,28222.31,28219.4,28221.0,5.56688
2023-10-17 04:31:00,28221.0,28221.0,28211.84,28217.4,8.09869
2023-10-17 04:32:00,28217.39,28220.7,28211.85,28211.85,5.05826
2023-10-17 04:33:00,28211.85,28226.03,28211.85,28226.03,11.28929
2023-10-17 04:34:00,28226.02,28228.26,28225.0,28228.26,11.27052
2023-10-17 04:35:00,28228.25,28244.95,28228.25,28240.17,79.19109
2023-10-17 04:36:00,28240.18,28240.18,28219.57,28219.57,9.93665
2023-10-17 04:37:00,28219.57,28223.96,28219.57,28223.95,6.50794
2023-10-17 04:38:00,28223.95,28228.59,28223.95,28228.59,4.42603
2023-10-17 04:39:00,28228.58,28228.59,28222.97,28223.31,8.85215
2023-10-17 04:40:00,28223.32,28223.32,28211.85,28211.85,24.61677
2023-10-17 04:41:00,28211.85,28220.0,28211.85,28217.23,10.44174
2023-10-17 04:42:00,28217.22,28217.23,28185.0,28192.37,23.67776
2023-10-17 04:43:00,28192.36,28195.01,28192.36,28192.37,9.94578
2023-10-17 04:44:00,28192.36,28192.37,28192.36,28192.37,4.28963
2023-10-17 04:45:00,28192.36,28200.0,28189.18,28192.13,17.05407
2023-10-17 04:46:00,28192.13,28192.13,28171.64,28178.07,17.85774
2023-10-17 04:47:00,28178.06,28178.07,28169.72,28176.14,33.12102
2023-10-17 04:48:00,28176.13,28176.14,28167.46,28167.47,8.47854
2023-10-17 04:49:00,28167.46,28167.47,28155.68,28155.68,6.54843
2023-10-17 04:50:00,28155.69,28155.69,28149.43,28149.44,12.99137
2023-10-17 04:51:00,28149.43,28179.78,28149.43,28179.78,32.57019
2023-10-17 04:52:00,28179.77,28194.45,28179.77,28191.42,13.83629
2023-10-17 04:53:00,28191.43,28212.27,28191.42,28204.36,19.27685
2023-10-17 04:54:00,28204.35,28206.5,28200.0,28204.62,13.0002
2023-10-17 04:55:00,28204.63,28204.63,28200.0,28200.01,6.0078
2023-10-17 04:56:00,28200.01,28202.79,28200.0,28200.01,36.78065
2023-10-17 04:57:00,28200.0,28200.01,28195.01,28198.85,20.50516
2023-10-17 04:58:00,28198.85,28198.85,28186.22,28186.23,6.15543
2023-10-17 04:59:00,28186.22,28186.23,28186.22,28186.23,7.27782
2023-10-17 05:00:00,28186.23,28186.23,28178.49,28178.5,3.85426
2023-10-17 05:01:00,28178.5,28178.5,28166.02,28176.13,20.79894
2023-10-17 05:02:00,28176.13,28187.95,28176.12,28182.04,12.15805
2023-10-17 05:03:00,28182.04,28200.0,28182.03,28199.99,10.89985
2023-10-17 05:04:00,28199.99,28200.0,28199.99,28200.0,5.57242
2023-10-17 05:05:00,28200.0,28205.0,28195.33,28204.85,20.53648
2023-10-17 05:06:00,28204.85,28206.5,28204.72,28206.5,12.08408
2023-10-17 05:07:00,28206.5,28225.25,28206.49,28217.57,22.94584
2023-10-17 05:08:00,28217.58,28217.58,28202.08,28202.08,13.42887
2023-10-17 05:09:00,28202.08,28202.09,28202.08,28202.09,12.94009
2023-10-17 05:10:00,28202.08,28202.09,28186.93,28186.94,10.30875
2023-10-17 05:11:00,28186.94,28186.94,28186.93,28186.94,5.96698
2023-10-17 05:12:00,28186.94,28186.94,28160.68,28162.69,6.0363
2023-10-17 05:13:00,28162.69,28162.7,28162.69,28162.7,3.66646
2023-10-17 05:14:00,28162.7,28164.3,28156.11,28157.57,19.66139
2023-10-17 05:15:00,28157.57,28169.21,28155.0,28165.9,24.65398
2023-10-17 05:16:00,28165.89,28165.9,28154.36,28154.36,9.7308
2023-10-17 05:17:00,28154.37,28159.46,28154.36,28159.45,10.91961
2023-10-17 05:18:00,28159.45,28177.18,28159.45,28177.18,13.59181
2023-10-17 05:19:00,28177.17,28186.33,28177.17,28186.33,6.19769
2023-10-17 05:20:00,28186.32,28186.33,28186.32,28186.33,5.1395
2023-10-17 05:21:00,28186.32,28186.33,28177.88,28177.88,6.7498
2023-10-17 05:22:00,28177.89,28177.89,28170.47,28170.47,7.60016
2023-10-17 05:23:00,28170.48,28170.48,28168.4,28168.42,7.91012
2023-10-17 05:24:00,28168.42,28168.42,28168.41,28168.42,1.8412
2023-10-17 05:25:00,28168.42,28173.22,28168.41,28173.22,7.902
2023-10-17 05:26:00,28173.21,28173.22,28173.21,28173.21,1.20869
2023-10-17 05:27:00,28173.21,28173.22,28171.81,28173.21,3.65347
2023-10-17 05:28:00,28173.21,28182.99,28173.21,28182.98,15.46752
2023-10-17 05:29:00,28182.99,28208.01,28182.98,28204.32,52.21321
2023-10-17 05:30:00,28204.32,28204.32,28200.44,28200.44,10.29451
2023-10-17 05:31:00,28200.45,28200.45,28195.12,28195.13,16.38471
2023-10-17 05:32:00,28195.12,28195.13,28185.0,28185.0,7.79693
2023-10-17 05:33:00,28185.0,28185.01,28175.71,28175.72,17.4743
2023-10-17 05:34:00,28175.71,28175.72,28167.0,28167.01,19.67396
2023-10-17 05:35:00,28167.0,28167.01,28158.0,28158.02,16.83423
2023-10-17 05:36:00,28158.01,28159.02,28144.21,28153.46,40.83621
2023-10-17 05:37:00,28153.46,28160.43,28153.46,28160.43,12.21216
2023-10-17 05:38:00,28160.43,28173.83,28160.42,28169.98,13.97888
2023-10-17 05:39:00,28169.99,28175.0,28169.98,28171.82,11.1218
2023-10-17 05:40:00,28171.82,28171.82,28160.7,28160.7,17.67809
2023-10-17 05:41:00,28160.71,28165.23,28160.7,28165.22,9.59151
2023-10-17 05:42:00,28165.22,28176.54,28165.22,28176.53,9.08661
2023-10-17 05:43:00,28176.54,28182.3,28176.53,28182.29,10.19559
2023-10-17 05:44:00,28182.3,28183.32,28181.0,28181.01,6.58076
2023-10-17 05:45:00,28181.01,28186.41,28175.48,28186.41,32.20012
2023-10-17 05:46:00,28186.41,28195.03,28186.4,28195.03,8.39664
2023-10-17 05:47:00,28195.04,28201.92,28195.04,28195.79,15.71788
2023-10-17 05:48:00,28195.79,28195.8,28188.28,28188.29,9.01488
2023-10-17 05:49:00,28188.29,28188.29,28176.93,28176.94,9.046
2023-10-17 05:50:00,28176.94,28180.0,28173.58,28180.0,41.48305
2023-10-17 05:51:00,28179.99,28191.35,28179.99,28191.35,12.19329
2023-10-17 05:52:00,28191.35,28198.76,28191.34,28198.75,5.2834
2023-10-17 05:53:00,28198.76,28207.52,28198.75,28207.52,7.98923
2023-10-17 05:54:00,28207.51,28207.52,28207.51,28207.52,19.21646
2023-10-17 05:55:00,28207.52,28207.52,28199.74,28199.75,23.6803
2023-10-17 05:56:00,28199.75,28229.31,28199.74,28226.01,50.19849
2023-10-17 05:57:00,28226.01,28229.0,28210.0,28228.99,37.31953
2023-10-17 05:58:00,28229.0,28231.0,28223.52,28223.53,20.49629
2023-10-17 05:59:00,28223.53,28223.53,28220.0,28220.44,5.70052
2023-10-17 06:00:00,28220.44,28220.45,28216.33,28216.34,8.18926
2023-10-17 06:01:00,28216.34,28221.71,28216.33,28221.7,8.33679
2023-10-17 06:02:00,28221.71,28221.71,28200.0,28202.5,37.19303
2023-10-17 06:03:00,28202.49,28202.5,28189.21,28189.22,17.77163
2023-10-17 06:04:00,28189.22,28191.0,28180.63,28183.29,25.38993
2023-10-17 06:05:00,28183.3,28183.3,28149.17,28151.85,26.30841
2023-10-17 06:06:00,28151.85,28151.86,28132.63,28139.0,49.54036
