,Time,Open,High,Low,Close,Volume,ema12,ema26,macd,force_index
110,2023-10-17 01:50:00,28376.53,28385.95,28376.52,28385.95,15.18633,28379.104461860654,28365.689265053094,13.415196807560278,143.05522860002873
111,2023-10-17 01:51:00,28385.94,28385.95,28380.82,28385.06,15.37896,28380.02069849748,28367.124134308422,12.896564189057244,-13.687274399991047
112,2023-10-17 01:52:00,28385.05,28385.06,28375.0,28375.01,11.4028,28379.24982180556,28367.7082725078,11.541549297759047,-114.59814000003318
113,2023-10-17 01:53:00,28375.0,28375.01,28354.19,28354.19,15.04017,28375.394464604702,28366.706918988704,8.687545615997806,-313.1363393999956
114,2023-10-17 01:54:00,28354.19,28354.2,28350.3,28351.87,16.44974,28371.77531620398,28365.6078879525,6.167428251479578,-38.16339679999521
115,2023-10-17 01:55:00,28351.88,28351.88,28349.77,28350.75,19.39021,28368.5406521726,28364.507303659724,4.033348512875818,-21.71703519998025
116,2023-10-17 01:56:00,28350.76,28350.76,28344.75,28344.75,19.45323,28364.880551838352,28363.04379968493,1.8367521534237312,-116.71938
117,2023-10-17 01:57:00,28344.83,28344.99,28342.42,28342.43,23.68631,28361.426620786297,28361.516851560118,-0.09023077382153133,-54.9522391999931
118,2023-10-17 01:58:00,28342.43,28344.27,28342.42,28344.27,15.33783,28358.78714066533,28360.23930700011,-1.452166334780486,28.221607200002232
119,2023-10-17 01:59:00,28344.26,28350.0,28344.25,28350.0,26.33156,28357.43527287066,28359.480839814914,-2.0455669442526414,150.8798387999885
120,2023-10-17 02:00:00,28349.99,28350.0,28317.04,28317.05,42.63014,28351.222153967483,28356.337814643437,-5.115660675954132,-1404.663113000031
121,2023-10-17 02:01:00,28317.05,28317.05,28304.96,28315.78,15.88317,28345.76951489556,28353.333532077257,-7.564017181695817,-20.171625900006934
122,2023-10-17 02:02:00,28315.77,28327.62,28315.77,28327.62,31.24735,28342.977281834705,28351.42882599746,-8.451544162755454,369.9686240000046
123,2023-10-17 02:03:00,28327.62,28338.72,28322.57,28338.71,22.1635,28342.320776937057,28350.486690738388,-8.165913801331044,245.79321500000322
124,2023-10-17 02:04:00,28338.72,28338.72,28335.38,28335.39,20.3703,28341.254503562122,28349.368417350357,-8.11391378823464,-67.62939599999407
125,2023-10-17 02:05:00,28335.38,28335.39,28329.13,28330.42,15.06478,28339.587656860254,28347.96483087996,-8.377174019704398,-74.87195660001754
126,2023-10-17 02:06:00,28330.42,28330.42,28310.82,28310.82,17.54781,28335.16186349714,28345.213361925886,-10.051498428747436,-343.9370759999744
127,2023-10-17 02:07:00,28310.82,28322.72,28310.74,28322.72,25.07035,28333.247730651427,28343.547186968415,-10.299456316988653,298.3371650000365
128,2023-10-17 02:08:00,28322.72,28326.89,28316.91,28326.89,19.90983,28332.269618243514,28342.31332126705,-10.043703023537091,83.02399109996523
129,2023-10-17 02:09:00,28326.88,28330.92,28320.0,28330.91,29.95652,28332.06044620605,28341.468630802825,-9.408184596773935,120.42521040001309
130,2023-10-17 02:10:00,28330.92,28350.75,28330.91,28345.82,63.19175,28334.17730063589,28341.79095444706,-7.613653811171389,942.1889924999908
131,2023-10-17 02:11:00,28345.81,28351.0,28345.81,28351.0,26.3699,28336.765408230367,28342.4731059695,-5.707697739133437,136.59608200000767
132,2023-10-17 02:12:00,28350.99,28358.0,28350.99,28358.0,19.56659,28340.03226850262,28343.623246268056,-3.590977765437856,136.96613000000002
133,2023-10-17 02:13:00,28357.99,28360.99,28357.99,28360.98,13.54596,28343.254996425294,28344.908931729682,-1.653935304388142,40.36696079999408
134,2023-10-17 02:14:00,28360.99,28360.99,28357.99,28360.11,16.49107,28345.848073898327,28346.034936786742,-0.1868628884149075,-14.347230899983202
135,2023-10-17 02:15:00,28360.11,28360.11,28357.99,28358.0,8.14388,28347.71760099089,28346.921237765502,0.7963632253886317,-17.18358680000474
136,2023-10-17 02:16:00,28358.0,28358.0,28341.34,28341.35,32.36701,28346.737970069214,28346.508553486576,0.22941658263880527,-538.9107165000471
137,2023-10-17 02:17:00,28341.35,28342.16,28341.34,28342.16,11.8279,28346.033666981642,28346.186438413497,-0.1527714318544895,9.580599000015491
138,2023-10-17 02:18:00,28342.16,28342.16,28338.56,28340.42,17.93237,28345.170025907544,28345.759294827312,-0.5892689197680738,-31.2023238000287
139,2023-10-17 02:19:00,28340.42,28340.43,28330.95,28330.95,9.3623,28342.982329614075,28344.662310025287,-1.6799804112124548,-88.66098099997683
140,2023-10-17 02:20:00,28330.96,28330.96,28322.98,28326.63,44.94124,28340.466586596525,28343.326583356746,-2.8599967602203833,-194.14615679998693
141,2023-10-17 02:21:00,28326.63,28326.63,28307.16,28307.97,64.50398,28335.467111735525,28340.70757718217,-5.240465446644521,-1203.6442667999906
142,2023-10-17 02:22:00,28307.97,28307.97,28295.02,28301.67,44.46413,28330.267556083905,28337.815904798303,-7.548348714397434,-280.1240190001294
143,2023-10-17 02:23:00,28301.68,28304.31,28295.98,28297.79,43.31977,28325.271008994074,28334.85102296139,-9.580013967315608,-168.08070759988652
144,2023-10-17 02:24:00,28297.79,28297.79,28291.76,28291.76,20.94973,28320.11546914883,28331.65909533462,-11.543626185790345,-126.32687190005181
145,2023-10-17 02:25:00,28291.77,28300.3,28291.76,28300.3,43.33431,28317.066935433628,28329.336199383906,-12.2692639502784,370.07500740003786
146,2023-10-17 02:26:00,28300.29,28321.65,28300.29,28317.37,45.93608,28317.11356075153,28328.44981424436,-11.336253492827382,784.1288855999866
147,2023-10-17 02:27:00,28317.38,28320.62,28312.18,28313.34,44.71571,28316.533012943604,28327.33056874478,-10.797555801174894,-180.20431129994796
148,2023-10-17 02:28:00,28313.33,28327.52,28311.8,28327.52,27.64996,28318.22331864459,28327.34460068961,-9.121282045020052,392.07643280000804
149,2023-10-17 02:29:00,28327.51,28340.0,28327.51,28340.0,16.88154,28321.57357731465,28328.282037675563,-6.708460360910976,210.68161919999264
150,2023-10-17 02:30:00,28340.0,28350.76,28330.0,28350.43,33.95502,28326.01302695855,28329.922627477372,-3.909600518822117,354.1508586000099
151,2023-10-17 02:31:00,28350.42,28359.32,28350.42,28359.31,17.04382,28331.135638195694,28332.099469886456,-0.9638316907621629,151.34912160001736
152,2023-10-17 02:32:00,28359.31,28359.32,28351.53,28351.53,18.42094,28334.273232319432,28333.538768413386,0.7344639060465852,-143.3149132000456
153,2023-10-17 02:33:00,28351.53,28358.16,28351.53,28358.16,32.79161,28337.948119654906,28335.362563345727,2.5855563091790827,217.4083743000334
154,2023-10-17 02:34:00,28358.16,28364.0,28358.01,28364.0,27.16751,28341.95610124646,28337.483854949747,4.472246296711091,158.65825840000394
155,2023-10-17 02:35:00,28364.0,28380.0,28361.66,28379.99,21.58418,28347.807470285465,28340.632458286804,7.175011998660921,345.13103820003454
156,2023-10-17 02:36:00,28379.99,28386.64,28375.05,28375.06,25.72024,28352.000167164624,28343.182646561858,8.817520602766308,-126.80078320000749
157,2023-10-17 02:37:00,28375.06,28375.06,28369.23,28375.0,18.34193,28355.53860298545,28345.539487557275,9.999115428174264,-1.100515800024022
158,2023-10-17 02:38:00,28374.99,28385.94,28374.99,28385.94,25.58558,28360.21574098769,28348.532118108586,11.683622879103496,279.9062451999665
159,2023-10-17 02:39:00,28385.93,28385.94,28381.86,28382.33,30.79523,28363.61793468189,28351.03566491536,12.582269766531681,-111.1707802999059
160,2023-10-17 02:40:00,28382.34,28382.34,28378.86,28378.87,6.92226,28365.96440626929,28353.09746751422,12.866938755068986,-23.951019600019137
161,2023-10-17 02:41:00,28378.86,28378.87,28378.86,28378.87,9.57117,28367.94988222786,28355.00654399465,12.943338233209943,0.0
162,2023-10-17 02:42:00,28378.86,28378.87,28378.86,28378.86,8.30185,28369.62836188511,28356.77346666171,12.854895223397762,-0.08301849998671114
163,2023-10-17 02:43:00,28378.86,28378.87,28378.81,28378.81,12.41231,28371.040921595093,28358.405802464546,12.635119130547537,-0.6206154999909689
164,2023-10-17 02:44:00,28378.82,28378.82,28378.81,28378.82,10.3526,28372.237702888156,28359.91796524495,12.31973764320719,0.10352599998342848
165,2023-10-17 02:45:00,28378.82,28381.64,28370.48,28381.64,21.78918,28373.684210136133,28361.527004856434,12.157205279698246,61.44548759999366
166,2023-10-17 02:46:00,28381.63,28385.93,28381.63,28385.92,15.77872,28375.56663934596,28363.333893385585,12.232745960376633,67.53292159998163
167,2023-10-17 02:47:00,28385.93,28385.93,28384.58,28384.58,13.07406,28376.953310215813,28364.90767906073,12.045631155084266,-17.519240399954338
168,2023-10-17 02:48:00,28384.58,28384.59,28376.4,28378.28,23.57236,28377.157416336457,28365.898221352523,11.259194983933412,-148.5058680000686
169,2023-10-17 02:49:00,28378.28,28383.1,28378.28,28383.01,14.30412,28378.057813823154,28367.165760511594,10.892053311559721,67.65848759999375
170,2023-10-17 02:50:00,28383.02,28388.17,28383.01,28385.73,19.24586,28379.238150158053,28368.54088936259,10.69726079546308,52.34873920002241
171,2023-10-17 02:51:00,28385.73,28385.73,28372.16,28374.35,21.11072,28378.486127056814,28368.97119385425,9.514933202564862,-240.2399936000215
172,2023-10-17 02:52:00,28374.35,28379.08,28374.35,28375.18,19.66307,28377.977492125,28369.431105420605,8.546386704394536,16.320348100034337
173,2023-10-17 02:53:00,28375.19,28375.19,28375.18,28375.19,12.87101,28377.54864718269,28369.857690204262,7.690956978429313,0.12871009997939722
174,2023-10-17 02:54:00,28375.18,28375.19,28372.16,28372.17,10.63219,28376.72116300074,28370.028972411354,6.6921905893868825,-32.10921380000464
175,2023-10-17 02:55:00,28372.17,28372.17,28368.27,28368.28,8.31859,28375.422522539087,28369.899418899404,5.523103639683541,-32.35931509999516
176,2023-10-17 02:56:00,28368.28,28368.28,28368.27,28368.27,8.27197,28374.322134456153,28369.77872120315,4.5434132530026545,-0.08271969998675896
177,2023-10-17 02:57:00,28368.27,28368.28,28366.86,28368.28,11.95121,28373.39257530905,28369.66770481773,3.7248704913217807,0.11951209998086956
178,2023-10-17 02:58:00,28368.28,28368.28,28368.27,28368.27,7.83613,28372.604486799966,28369.564171127528,3.0403156724387372,-0.07836129998745663
179,2023-10-17 02:59:00,28368.28,28368.28,28368.27,28368.27,10.71495,28371.937642676894,28369.468306599563,2.4693360773308086,0.0
180,2023-10-17 03:00:00,28368.28,28368.28,28364.26,28364.27,12.75263,28370.758005341988,28369.08324685145,1.6747584905388067,-51.01052
181,2023-10-17 03:01:00,28364.27,28368.27,28364.26,28368.27,26.86409,28370.375235289375,28369.023006343934,1.3522289454413112,107.45636
182,2023-10-17 03:02:00,28368.26,28369.99,28365.47,28369.98,21.694,28370.31442986024,28369.0938947629,1.2205350973381428,37.096739999981054
183,2023-10-17 03:03:00,28369.98,28369.99,28369.98,28369.98,10.61371,28370.262979112507,28369.15953218787,1.1034469246369554,0.0
184,2023-10-17 03:04:00,28369.98,28369.99,28365.13,28365.13,14.49585,28369.473290018275,28368.861048322102,0.6122416961734416,-70.30487249997891
185,2023-10-17 03:05:00,28365.14,28365.14,28359.92,28359.92,26.31036,28368.003553092385,28368.198748446393,-0.19519535400831955,-137.07697560007273
186,2023-10-17 03:06:00,28359.92,28359.93,28357.93,28357.94,27.0307,28366.455314155093,28367.438841154068,-0.983526998974412,-53.5207859999882
187,2023-10-17 03:07:00,28357.93,28357.94,28353.69,28353.69,25.34305,28364.491419669695,28366.42040847599,-1.9289888062958198,-107.70796250000001
188,2023-10-17 03:08:00,28353.7,28353.7,28352.96,28352.97,7.82072,28362.718893566664,28365.424081922214,-2.70518835555049,-5.6309183999806525
189,2023-10-17 03:09:00,28352.96,28352.97,28351.59,28351.6,8.01114,28361.008294556406,28364.4000758539,-3.3917812974941626,-10.975261800020983
