,Time,Open,High,Low,Close,Volume,ema12,ema26,macd,force_index
0,2023-10-17 00:00:00,28500.77,28522.68,28500.77,28515.91,50.70982,28515.91,28515.91,0.0,
1,2023-10-17 00:01:00,28515.91,28515.92,28496.23,28496.23,23.65223,28512.882307692307,28514.452222222222,-1.5699145299149677,-465.47588640000686
2,2023-10-17 00:02:00,28496.24,28507.3,28488.15,28507.29,26.6015,28512.02195266272,28513.921687242797,-1.899734580078075,294.2125900000349
3,2023-10-17 00:03:00,28507.29,28528.52,28507.29,28528.52,25.37479,28514.56011379153,28515.00304374333,-0.44292995180148864,538.7067916999889
4,2023-10-17 00:04:00,28528.52,28541.5,28528.51,28540.52,39.02155,28518.553942438986,28516.893188651233,1.6607537877534924,468.2586
5,2023-10-17 00:05:00,28540.52,28542.53,28526.4,28540.33,44.33724,28521.90410514068,28518.629248751142,3.2748563895365805,-8.424075599941933
6,2023-10-17 00:06:00,28540.33,28549.34,28536.51,28537.42,51.05243,28524.291165888266,28520.021156251056,4.270009637210023,-148.5625713001783
7,2023-10-17 00:07:00,28537.41,28537.42,28496.45,28496.46,52.63061,28520.009448059303,28518.275885417646,1.7335626416570449,-2155.749785599954
8,2023-10-17 00:08:00,28496.46,28496.46,28476.06,28480.3,37.74852,28513.900302204023,28515.462856868187,-1.562554664164054,-610.0160831999945
9,2023-10-17 00:09:00,28480.31,28488.63,28480.01,28480.02,27.35471,28508.687948018793,28512.837460063136,-4.1495120443432825,-7.659318799968156
10,2023-10-17 00:10:00,28480.02,28488.36,28457.98,28488.36,45.69791,28505.560571400518,28511.024314873273,-5.463743472755596,381.1205694000067
11,2023-10-17 00:11:00,28488.36,28500.0,28488.35,28499.99,27.49421,28504.703560415823,28510.206958215993,-5.503397800170205,319.757662300028
12,2023-10-17 00:12:00,28499.99,28500.0,28485.0,28494.1,40.98892,28503.072243428775,28509.013850199994,-5.941606771219085,-241.42473880012525
13,2023-10-17 00:13:00,28494.1,28494.11,28466.71,28466.71,16.58205,28497.478052132043,28505.880231666662,-8.40217953461979,-454.1823494999903
14,2023-10-17 00:14:00,28466.72,28466.72,28461.8,28461.81,13.44345,28491.990659496347,28502.615770061726,-10.625110565379146,-65.87290499997066
15,2023-10-17 00:15:00,28461.8,28464.4,28448.37,28458.54,37.22781,28486.844404189214,28499.350898205303,-12.506494016088254,-121.73493870001624
16,2023-10-17 00:16:00,28458.54,28459.97,28445.0,28445.01,32.09538,28480.408342006256,28495.325646486388,-14.917304480131861,-434.2504914000794
17,2023-10-17 00:17:00,28445.0,28452.27,28439.27,28452.27,34.57328,28476.079366312984,28492.13633933925,-16.05697302626504,251.00201280007042
18,2023-10-17 00:18:00,28452.27,28452.27,28441.61,28441.61,25.18448,28470.776386880218,28488.393647536344,-17.617260656126746,-268.46655679999634
19,2023-10-17 00:19:00,28441.61,28445.07,28441.61,28445.07,11.3106,28466.821558129413,28485.184488459578,-18.36293033016409,39.13467599999013
20,2023-10-17 00:20:00,28445.07,28457.75,28445.06,28453.33,17.48747,28464.745933801812,28482.82489672183,-18.078962920018967,144.4465022000356
21,2023-10-17 00:21:00,28453.33,28459.54,28453.32,28457.06,14.66539,28463.563482447687,28480.916385853547,-17.35290340585925,54.7019046999936
22,2023-10-17 00:22:00,28457.06,28466.0,28453.04,28461.83,18.00649,28463.296792840352,28479.502579494023,-16.205786653670657,85.89095730000786
23,2023-10-17 00:23:00,28461.83,28461.83,28456.25,28456.26,18.34859,28462.214209326452,28477.78090693891,-15.566697612459393,-102.20164630006143
24,2023-10-17 00:24:00,28456.25,28456.26,28456.25,28456.25,6.90905,28461.296638660846,28476.18602494344,-14.889386282593478,-0.06909049998894061
25,2023-10-17 00:25:00,28456.25,28456.26,28442.15,28449.45,14.80816,28459.47407886687,28474.20557865133,-14.73149978445872,-100.69548799998923
26,2023-10-17 00:26:00,28449.45,28449.45,28444.88,28449.45,9.14185,28457.931912887354,28472.371832084566,-14.439919197211566,0.0
27,2023-10-17 00:27:00,28449.45,28449.45,28422.13,28422.13,22.24951,28452.423926289302,28468.650214893118,-16.226288603815192,-607.8566131999935
28,2023-10-17 00:28:00,28422.14,28422.14,28360.93,28367.6,218.44744,28439.37409147556,28461.165013789923,-21.790922314361524,-11911.93890320054
29,2023-10-17 00:29:00,28367.61,28367.61,28314.01,28344.02,248.96861,28424.704231248554,28452.48760536104,-27.783374112485035,-5870.679823799529
30,2023-10-17 00:30:00,28344.02,28348.96,28328.74,28334.93,48.64631,28410.89281105647,28443.779634593557,-32.88682353708646,-442.19495790000707
31,2023-10-17 00:31:00,28334.92,28380.99,28334.92,28379.44,59.43212,28406.053917047782,28439.013735734774,-32.95981868699164,2645.3236611999046
32,2023-10-17 00:32:00,28379.43,28379.44,28365.91,28368.99,27.90273,28400.351775963507,28433.826792347012,-33.475016383505135,-291.58352849991877
33,2023-10-17 00:33:00,28368.99,28386.01,28368.98,28385.47,27.35249,28398.06227196912,28430.244807728715,-32.18253575959534,450.769035199988
34,2023-10-17 00:34:00,28385.47,28399.99,28378.71,28391.96,28.55286,28397.123460896946,28427.408896045108,-30.285435148161923,185.30806139994183
35,2023-10-17 00:35:00,28391.95,28414.35,28391.95,28414.35,25.69735,28399.77369768203,28426.44157041214,-26.667872730107774,575.363666499985
36,2023-10-17 00:36:00,28414.35,28414.35,28397.83,28397.84,25.73246,28399.47620573095,28424.322935566797,-24.846729835848237,-424.8429145999588
37,2023-10-17 00:37:00,28397.83,28405.63,28388.07,28405.63,20.13411,28400.4229433108,28422.93827367296,-22.515330362159148,156.84471690001757
38,2023-10-17 00:38:00,28405.62,28407.94,28400.72,28405.68,27.41759,28401.231721262986,28421.65988303052,-20.42816176753331,1.370879499980051
39,2023-10-17 00:39:00,28405.67,28405.68,28372.27,28372.27,26.19159,28396.77607183791,28418.001373176405,-21.22530133849432,-875.0610218999963
40,2023-10-17 00:40:00,28372.27,28373.98,28352.5,28359.99,39.86887,28391.11667617054,28413.7042344226,-22.587558252060262,-489.5897235999536
41,2023-10-17 00:41:00,28359.99,28370.81,28358.62,28370.8,14.59214,28387.991033682763,28410.526142983887,-22.535109301123157,157.74103339996603
42,2023-10-17 00:42:00,28370.8,28373.51,28356.2,28356.2,14.66446,28383.100105423877,28406.50198424434,-23.401878820463025,-214.10111599997867
43,2023-10-17 00:43:00,28356.2,28356.21,28300.0,28320.49,201.33687,28373.46778151251,28400.13072615217,-26.662944639658235,-7189.739627699824
44,2023-10-17 00:44:00,28320.49,28330.0,28316.69,28329.99,32.76724,28366.778892049046,28394.935116807566,-28.156224758520693,311.28878000000003
45,2023-10-17 00:45:00,28329.99,28338.39,28327.18,28332.63,61.08906,28361.52521634919,28390.319922969968,-28.794706620778015,161.27511839996444
46,2023-10-17 00:46:00,28332.63,28360.0,28332.63,28359.14,24.42401,28361.158259987777,28388.010299046266,-26.852039058489027,647.4805050999609
47,2023-10-17 00:47:00,28359.13,28359.14,28355.56,28357.26,11.25991,28360.558527681962,28385.732499116915,-25.173971434953273,-21.16863080001147
48,2023-10-17 00:48:00,28357.25,28361.96,28329.88,28329.89,22.30987,28355.840292653967,28381.59601770085,-25.755725046881707,-610.6211418999773
49,2023-10-17 00:49:00,28329.88,28355.0,28327.53,28354.99,36.94652,28355.709478399513,28379.62520157486,-23.91572317534883,927.3576520000806
50,2023-10-17 00:50:00,28354.99,28359.2,28350.19,28350.2,15.23252,28354.861866338048,28377.44555701376,-22.583690675714024,-72.9637708000133
51,2023-10-17 00:51:00,28350.19,28350.2,28327.58,28327.59,25.35185,28350.666194593734,28373.75255279052,-23.086358196786023,-573.2053285000147
52,2023-10-17 00:52:00,28327.59,28327.59,28303.05,28303.06,39.40525,28343.34216465624,28368.516067398632,-25.173902742393693,-966.6107824999542
53,2023-10-17 00:53:00,28303.06,28304.28,28273.73,28294.85,77.88143,28335.8818316322,28363.0593216654,-27.177490033202048,-639.4065403002153
54,2023-10-17 00:54:00,28294.85,28299.74,28285.0,28285.0,19.65679,28328.05385753494,28357.277149690188,-29.22329215524951,-193.6193814999714
55,2023-10-17 00:55:00,28285.01,28285.01,28255.09,28258.74,61.96234,28317.39018714495,28349.978101564986,-32.58791442003712,-1627.1310483999007
56,2023-10-17 00:56:00,28258.74,28277.07,28258.73,28260.92,46.08069,28308.702466045725,28343.381205152764,-34.67873910703929,100.45590419984576
57,2023-10-17 00:57:00,28260.91,28260.92,28231.01,28245.0,42.51084,28298.902086654074,28336.093708474782,-37.19162182070795,-676.7725727999258
58,2023-10-17 00:58:00,28244.99,28271.64,28244.99,28269.49,21.7639,28294.377150245753,28331.160100439614,-36.782950193861325,532.9979110000348
59,2023-10-17 00:59:00,28269.48,28284.54,28269.48,28278.09,16.55691,28291.87143482333,28327.22898188853,-35.35754706519947,142.38942599997588
60,2023-10-17 01:00:00,28278.08,28292.22,28270.0,28280.0,35.95186,28290.045060235123,28323.730538785676,-33.68547855055294,68.66805259999478
61,2023-10-17 01:01:00,28280.0,28307.31,28275.51,28307.31,25.71259,28292.701204814337,28322.514202579332,-29.81299776499509,702.2108329000337
62,2023-10-17 01:02:00,28307.3,28330.0,28302.66,28328.74,28.83062,28298.245634842897,28322.97537275864,-24.72973791574259,617.8401866000083
63,2023-10-17 01:03:00,28328.75,28330.02,28322.8,28322.81,33.57307,28302.02476794399,28322.963122924666,-20.938354980677104,-199.0883051000098
64,2023-10-17 01:04:00,28322.81,28333.3,28320.14,28329.69,25.9892,28306.280957491068,28323.46141011543,-17.18045262436135,178.8056959999319
65,2023-10-17 01:05:00,28329.69,28335.58,28329.68,28333.09,14.64227,28310.405425569363,28324.17463899577,-13.769213426407077,49.78371800002131
66,2023-10-17 01:06:00,28333.09,28333.09,28328.0,28328.87,11.14017,28313.24612932792,28324.5224435146,-11.276314186681702,-47.01151740001297
67,2023-10-17 01:07:00,28328.86,28328.87,28301.53,28302.88,21.34525,28311.651340200548,28322.919299550555,-11.267959350007004,-554.7630474999565
68,2023-10-17 01:08:00,28302.88,28310.28,28302.88,28309.28,13.82802,28311.286518631234,28321.908981065328,-10.622462434093904,88.49932799996982
69,2023-10-17 01:09:00,28309.27,28309.28,28296.35,28296.36,13.66774,28308.990131149505,28320.016463949374,-11.026332799869124,-176.58720079997613
70,2023-10-17 01:10:00,28296.36,28296.36,28292.29,28295.85,18.4518,28306.96857251112,28318.22635550868,-11.257782997559843,-9.410418000037591
71,2023-10-17 01:11:00,28295.85,28308.55,28295.85,28308.55,4.45646,28307.21186904787,28317.509588433964,-10.297719386093377,56.59704200000324
72,2023-10-17 01:12:00,28308.55,28310.27,28306.67,28308.55,9.03477,28307.4177353482,28316.845915216636,-9.428179868435109,0.0
73,2023-10-17 01:13:00,28308.54,28312.77,28308.54,28312.77,15.37656,28308.241160679245,28316.54399557096,-8.302834891714156,64.8890832000179
74,2023-10-17 01:14:00,28312.77,28331.28,28312.76,28326.93,32.66852,28311.11636672859,28317.31332923237,-6.196962503778195,462.58624319999524
75,2023-10-17 01:15:00,28326.93,28326.94,28282.08,28286.6,25.72939,28307.344618001116,28315.038267807748,-7.6936498066315835,-1037.6662987000448
76,2023-10-17 01:16:00,28286.59,28308.31,28286.59,28306.06,20.04414,28307.146984462484,28314.3732109331,-7.2262264706150745,390.0589644000554
77,2023-10-17 01:17:00,28306.07,28320.0,28306.06,28320.0,17.1373,28309.124371468257,28314.79001012324,-5.665638654983923,238.89396199997756
78,2023-10-17 01:18:00,28320.0,28320.0,28315.63,28317.06,24.05203,28310.345237396214,28314.95815752152,-4.612920125306118,-70.7129681999685
79,2023-10-17 01:19:00,28317.07,28317.87,28314.94,28315.5,8.24432,28311.138277796796,28314.99829400141,-3.8600162046132027,-12.861139200010797
80,2023-10-17 01:20:00,28315.51,28326.58,28312.96,28326.45,15.43406,28313.49392736652,28315.846568519824,-2.35264115330574,169.00295700001124
81,2023-10-17 01:21:00,28326.44,28338.98,28323.63,28338.22,20.24718,28317.297938540898,28317.503859740576,-0.20592119967841427,238.30930860000885
82,2023-10-17 01:22:00,28338.21,28344.82,28336.97,28343.11,13.9626,28321.269024919224,28319.400610870904,1.868414048320119,68.27711399999187
83,2023-10-17 01:23:00,28343.11,28346.99,28343.11,28343.97,23.9249,28324.76148262396,28321.220565621206,3.540917002752394,20.575414000013925
84,2023-10-17 01:24:00,28343.96,28347.91,28342.35,28347.91,19.74831,28328.3227929895,28323.197560760378,5.125232229122048,77.80834139997414
85,2023-10-17 01:25:00,28347.9,28351.0,28347.9,28350.03,18.79996,28331.66236329881,28325.1851488522,6.477214446607832,39.85591519998085
86,2023-10-17 01:26:00,28350.03,28357.17,28350.02,28350.85,25.52862,28334.614307406686,28327.086248937223,7.528058469462849,20.93346839999257
87,2023-10-17 01:27:00,28350.85,28353.87,28349.81,28353.86,10.52512,28337.57518319027,28329.069489756686,8.505693433584383,31.680611200021442
88,2023-10-17 01:28:00,28353.87,28353.87,28352.04,28352.44,13.81838,28339.862078084076,28330.800638663597,9.061439420478564,-19.62209960002614
89,2023-10-17 01:29:00,28352.43,28353.87,28352.36,28353.86,11.25707,28342.01560453268,28332.508739503333,9.506865029346955,15.985039400021297
90,2023-10-17 01:30:00,28353.87,28353.87,28349.78,28350.25,12.77857,28343.282434604575,28333.82290694753,9.459527657043509,-46.13063770000744
91,2023-10-17 01:31:00,28350.24,28350.25,28345.71,28348.8,24.14995,28344.131290819256,28334.932321247714,9.198969571541966,-35.017427500017575
92,2023-10-17 01:32:00,28348.8,28350.99,28348.8,28350.98,12.11277,28345.184938385522,28336.12103819233,9.06390019319224,26.405838600003523
93,2023-10-17 01:33:00,28350.98,28350.99,28350.94,28350.95,12.70995,28346.071870941596,28337.21947980771,8.852391133885249,-0.38129849998520365
94,2023-10-17 01:34:00,28350.94,28350.95,28349.18,28350.92,12.1412,28346.817736950583,28338.234333155287,8.583403795295453,-0.3642360000300352
95,2023-10-17 01:35:00,28350.92,28350.93,28349.18,28349.19,12.08059,28347.182700496647,28339.045864032672,8.13683646397476,-20.899420699994728
96,2023-10-17 01:36:00,28349.18,28349.19,28349.17,28349.18,12.15535,28347.489977343314,28339.796540770993,7.693436572320934,-0.12155349998054281
97,2023-10-17 01:37:00,28349.17,28349.18,28346.09,28346.1,9.11387,28347.27613467511,28340.263463676845,7.012670998265094,-28.070719600015916
98,2023-10-17 01:38:00,28346.1,28346.1,28331.11,28332.08,26.8274,28344.938267802016,28339.657281182266,5.280986619749456,-376.12014799991414
99,2023-10-17 01:39:00,28332.08,28332.08,28331.32,28331.33,12.62843,28342.84468814017,28339.040445539136,3.804242601032456,-9.4713225
100,2023-10-17 01:40:00,28331.32,28341.56,28330.48,28341.55,23.4063,28342.645505349374,28339.226338462162,3.419166887211759,239.21238599994211
101,2023-10-17 01:41:00,28341.55,28373.51,28341.55,28373.5,20.22448,28347.392350680242,28341.765128205705,5.62722247453712,646.1721360000147
102,2023-10-17 01:42:00,28373.51,28418.96,28373.5,28414.0,74.89534,28357.639681344823,28347.11585944973,10.523821895094443,3033.26127
103,2023-10-17 01:43:00,28414.0,28414.01,28383.35,28383.35,51.95755,28361.59511498408,28349.79986986086,11.795245123219502,-1592.4989075000756
104,2023-10-17 01:44:00,28383.36,28390.0,28380.91,28389.99,25.43053,28365.963558832682,28352.776916537834,13.186642294847843,168.85871920007773
105,2023-10-17 01:45:00,28390.0,28404.98,28387.76,28404.98,23.49725,28371.96608824304,28356.64381160911,15.322276633931324,352.2237774999521
106,2023-10-17 01:46:00,28404.97,28404.98,28395.0,28395.73,32.79105,28375.622074667186,28359.53908482325,16.082989843936957,-303.3172125
107,2023-10-17 01:47:00,28395.74,28395.74,28381.1,28383.09,17.64948,28376.770986256848,28361.283597058562,15.48738919828611,-223.08942719998973
108,2023-10-17 01:48:00,28383.09,28385.43,28383.08,28385.42,25.98855,28378.101603755793,28363.071478757927,15.030124997865641,60.55332149995083
109,2023-10-17 01:49:00,28385.43,28385.43,28375.01,28376.53,33.06959,28377.859818562592,28364.06840625734,13.791412305254198,-293.98865509998075
